gender,height,weight,age
female,162.5,67.2,33
male,188.3,82.2,44
male,200.3,93.5,33
male,193.5,90.7,40
male,199.3,89.4,57
male,196.1,91.5,49
female,178.6,73.3,19
female,167.0,71.7,35
female,174.9,78.5,25
male,194.8,90.3,26
female,152.9,76.1,27
male,198.1,73.0,44
female,167.6,74.0,58
female,159.0,72.8,18
male,183.3,89.0,53
female,174.1,52.5,21
male,187.0,76.0,30
female,159.4,61.3,50
female,159.4,63.9,37
female,172.1,63.9,29
male,199.9,81.5,55
female,166.6,74.0,47
male,191.6,97.3,22
male,186.3,79.9,39
male,196.5,88.6,31
female,168.9,61.9,31
female,167.7,60.3,31
male,192.6,73.6,46
female,158.8,62.0,38
female,168.6,62.1,18
female,169.8,86.2,27
male,189.4,84.2,47
male,189.8,109.9,27
male,200.1,83.0,37
female,173.5,80.7,44
female,159.5,72.5,42
female,169.8,61.9,41
male,203.1,87.2,47
female,170.0,76.4,43
male,193.4,86.5,32
female,156.8,81.9,43
male,167.3,87.7,36
female,165.5,68.2,18
male,204.1,69.1,26
male,187.2,59.8,21
female,167.0,83.1,49
male,182.9,94.3,57
female,159.0,73.0,60
female,164.5,57.6,29
female,153.3,64.7,34
female,160.8,59.3,18
female,162.5,72.9,22
male,185.2,85.5,50
male,180.2,88.3,38
male,185.0,61.5,21
male,187.1,70.2,31
male,178.5,100.0,46
male,198.0,71.6,45
female,154.0,76.2,29
male,195.7,92.0,60
female,159.7,56.8,38
male,189.8,113.2,30
female,166.6,77.2,24
male,183.9,95.6,59
male,190.5,83.2,28
male,192.7,84.1,19
female,167.3,73.3,30
male,187.6,91.4,24
male,194.1,86.0,58
female,159.6,68.9,53
male,182.5,95.3,31
female,159.5,73.5,53
male,185.2,90.2,30
male,188.5,75.1,42
female,160.5,72.3,44
female,158.3,75.6,45
female,167.1,73.4,36
female,172.1,81.8,57
female,172.8,58.4,39
male,186.1,80.3,20
female,170.9,71.7,20
male,174.8,87.7,53
female,166.5,72.0,28
female,171.4,62.7,38
female,170.6,48.3,57
male,198.0,87.5,46
female,167.7,77.9,18
female,158.6,71.3,36
male,192.9,83.4,32
male,183.5,62.0,36
female,165.5,66.1,53
male,187.5,81.6,47
female,167.8,69.8,30
female,164.2,81.9,30
male,191.6,87.2,51
female,169.4,80.1,55
male,193.5,91.7,51
female,166.0,77.9,48
female,161.4,72.7,31
female,171.2,60.7,45
female,166.2,73.3,48
male,193.9,83.6,27
male,184.9,94.7,56
male,196.8,102.1,22
female,177.9,76.7,46
male,189.9,94.7,40
female,159.4,75.4,53
female,175.2,66.0,47
male,192.2,87.8,25
female,169.6,73.3,34
male,200.5,85.4,29
male,195.1,75.5,37
male,190.4,78.4,21
female,151.0,65.8,42
male,192.3,81.8,19
female,166.9,75.2,45
female,158.4,75.3,22
female,176.2,72.2,57
female,169.9,65.4,25
female,165.4,57.7,26
male,196.3,74.2,30
male,192.3,76.0,50
female,162.5,53.9,50
female,165.2,60.2,43
male,194.9,73.9,60
female,153.5,70.7,19
male,190.3,78.7,33
female,156.0,72.3,19
female,161.3,64.9,18
female,163.2,66.5,20
male,189.1,99.6,18
female,158.0,77.9,53
male,188.2,95.4,56
male,180.5,91.6,41
male,185.1,83.3,45
male,194.7,77.3,54
female,158.3,71.5,19
male,191.6,118.8,37
female,162.3,77.6,56
female,163.5,72.1,39
male,187.8,83.3,43
female,167.2,80.1,46
female,166.6,83.1,44
female,153.0,72.3,46
female,176.1,59.4,50
male,189.1,104.9,52
male,188.5,80.4,43
female,159.1,76.3,47
female,159.7,61.4,58
male,193.8,78.4,27
female,164.8,73.2,43
female,167.8,63.9,34
female,179.2,70.8,58
female,164.5,66.3,43
female,172.1,62.2,37
male,195.7,95.5,52
male,193.9,99.2,31
male,198.7,89.9,60
female,161.0,62.8,57
male,192.5,84.3,57
male,194.3,81.5,28
female,166.3,69.3,30
female,168.4,66.1,53
female,170.6,76.1,40
male,186.7,78.0,40
female,161.9,80.8,58
female,166.8,59.7,58
male,200.3,94.9,39
male,187.2,88.4,19
male,192.3,90.1,48
female,161.9,61.7,54
female,169.8,69.5,40
male,196.2,86.8,22
female,166.9,67.4,54
female,170.1,72.3,19
male,176.6,84.7,20
female,162.1,61.1,59
female,165.6,78.1,53
male,182.4,71.9,28
female,164.7,64.3,26
male,185.4,95.8,49
male,192.7,84.1,33
female,163.7,55.4,41
female,166.0,72.4,60
male,190.6,89.5,29
female,164.3,72.5,33
male,194.1,77.6,32
male,178.7,96.9,29
male,196.8,92.6,29
male,197.3,80.7,55
male,181.6,94.7,40
female,156.5,73.3,58
male,182.6,90.4,39
female,165.6,71.7,37
female,178.1,71.4,28
female,169.5,62.0,44
male,194.1,98.6,48
female,155.9,71.8,29
female,166.8,62.0,30
female,168.3,76.4,59
male,187.2,88.4,45
female,168.7,70.8,55
female,166.8,61.9,59
male,193.4,77.1,45
female,164.7,77.6,35
female,166.9,66.9,38
female,159.3,67.4,50
male,187.6,69.5,30
male,196.6,95.0,45
female,160.7,78.9,35
male,192.0,76.1,59
female,169.6,60.1,56
female,170.2,81.4,56
male,195.7,97.1,45
female,157.8,64.3,49
male,180.8,82.9,57
female,167.5,79.4,38
male,193.8,83.0,41
male,187.3,94.3,27
male,191.0,76.1,40
female,165.2,74.8,47
male,192.1,87.3,36
female,166.3,59.6,37
female,154.4,82.4,20
female,170.8,69.4,46
male,191.7,70.1,55
male,199.2,81.8,29
male,194.4,67.1,52
male,192.6,80.6,39
male,192.7,92.3,49
female,163.8,86.5,20
male,185.7,92.3,44
male,183.0,70.3,50
male,191.4,86.5,48
male,184.6,92.4,38
female,154.4,65.8,51
male,189.6,84.7,27
female,159.6,79.8,36
male,190.5,92.7,46
female,163.5,67.8,47
female,164.6,75.8,44
male,201.2,88.0,51
male,180.5,92.0,50
male,188.9,85.4,41
female,161.3,76.1,28
female,166.5,69.4,44
male,201.3,89.4,23
female,159.2,75.1,34
female,161.8,85.5,34
male,198.4,105.6,18
female,162.1,69.1,53
female,170.6,76.5,37
female,167.8,83.8,37
male,191.6,79.3,53
male,173.8,82.7,55
male,187.9,114.4,29
female,161.8,75.7,18
female,162.6,66.7,49
male,185.4,86.8,32
male,199.0,111.4,48
female,163.8,64.7,39
female,155.3,71.0,46
male,194.0,85.1,19
male,204.5,87.0,57
female,169.1,71.2,38
male,203.4,68.8,35
female,171.5,68.8,18
female,165.8,75.2,44
male,188.4,79.2,21
female,168.3,64.8,30
male,191.8,85.6,55
female,162.5,84.3,47
male,180.8,70.9,30
male,187.4,95.8,51
female,173.7,82.4,56
female,159.8,64.9,45
female,173.2,73.1,41
male,200.3,71.5,35
female,162.4,74.1,27
male,192.3,89.1,28
female,163.7,79.1,28
male,185.4,106.8,58
female,155.9,81.5,29
female,169.9,76.8,38
female,164.5,65.2,50
male,194.9,67.3,58
female,165.5,71.2,50
male,197.0,81.9,21
male,189.5,91.4,50
female,163.9,68.0,28
male,186.8,98.5,24
male,194.2,102.1,21
male,186.4,69.9,51
male,194.3,108.4,30
female,157.4,71.7,27
male,189.7,88.6,55
male,186.7,114.4,44
female,167.2,73.4,43
male,184.0,88.3,47
female,160.3,56.4,46
female,165.6,87.3,31
male,189.4,89.3,57
female,170.8,75.3,21
male,185.3,85.1,29
male,180.5,77.0,41
female,171.0,60.8,56
male,199.5,92.3,40
female,163.3,72.2,36
male,183.2,87.8,34
female,160.9,66.5,47
female,172.0,67.7,33
male,201.2,92.1,47
male,178.5,87.8,38
female,152.5,66.5,50
female,155.7,71.1,45
female,163.3,85.1,24
male,188.9,96.6,26
female,179.4,67.2,26
female,164.1,69.8,21
female,165.6,76.1,45
female,161.2,71.5,21
male,169.4,84.5,57
male,196.2,92.3,55
male,187.9,88.2,48
male,200.5,103.3,34
female,165.2,66.4,34
male,202.7,86.5,41
male,192.5,86.4,58
male,188.6,72.4,22
male,184.3,88.3,48
female,154.7,73.5,23
male,203.3,95.2,31
male,192.8,75.6,30
female,169.0,60.4,18
female,175.7,70.9,32
female,163.1,60.9,36
female,169.0,57.2,55
male,185.9,82.0,23
male,178.2,73.9,36
female,170.6,67.2,22
female,166.1,68.4,23
male,181.1,86.9,24
male,187.4,79.6,37
male,181.3,94.8,22
male,189.2,84.1,60
female,165.1,67.8,57
male,192.0,82.5,48
female,172.7,58.5,20
male,175.4,101.7,19
male,192.2,78.7,36
male,189.9,93.6,27
female,166.6,69.8,26
female,175.7,67.0,22
female,155.1,66.0,45
male,186.2,79.3,56
female,167.9,72.1,29
male,196.7,73.5,42
male,188.4,98.5,28
male,201.7,77.1,56
male,183.8,81.1,42
female,163.2,51.6,42
male,177.7,67.3,48
female,165.3,87.2,26
male,187.2,81.1,20
male,197.6,80.7,38
female,166.1,72.6,59
female,157.6,70.3,53
male,194.6,86.9,36
female,175.7,66.5,37
female,166.1,74.3,53
female,167.5,74.1,25
female,168.2,68.7,50
female,168.8,70.4,42
female,154.4,66.8,31
female,170.5,73.3,51
male,190.0,89.2,37
male,181.9,79.3,40
female,173.5,73.5,38
female,165.5,75.0,29
male,204.5,86.3,22
female,171.3,96.1,47
male,191.4,76.4,31
female,154.7,74.4,40
female,162.0,76.4,23
female,157.5,76.1,23
male,192.6,93.0,46
female,165.9,71.3,52
male,184.9,103.3,44
male,193.8,83.4,59
male,189.4,112.7,45
male,191.6,88.6,49
female,165.4,55.8,33
male,188.4,101.8,31
male,191.4,81.9,51
male,192.9,94.7,60
male,190.1,95.1,19
male,196.3,74.4,56
female,164.9,71.0,47
female,173.3,76.3,47
female,159.5,53.0,43
male,186.7,84.7,32
male,191.2,92.6,18
male,192.0,98.6,40
female,163.9,64.6,57
female,171.3,60.3,32
female,170.5,71.7,34
female,165.1,80.8,58
female,160.8,62.6,36
female,167.0,71.0,24
female,168.6,53.2,45
female,160.0,68.9,57
female,159.6,65.0,18
male,187.4,82.4,60
male,199.9,95.5,28
female,169.8,69.7,25
female,168.8,71.8,29
male,183.2,85.4,19
female,162.2,72.0,57
male,191.8,99.7,53
female,165.2,79.3,54
female,169.1,73.8,52
female,162.0,77.4,21
female,161.5,72.4,44
female,161.0,77.6,35
male,187.8,88.6,50
male,171.9,82.6,49
female,157.6,57.1,23
female,159.7,69.0,30
male,192.9,66.4,20
female,159.1,78.2,54
female,163.1,57.8,57
male,197.3,67.2,41
male,185.4,95.5,45
male,191.3,88.9,46
male,181.9,67.3,48
male,191.3,81.2,43
male,186.1,86.1,18
male,180.5,67.4,28
male,179.9,83.9,37
female,168.7,73.2,47
female,154.4,62.3,24
male,186.7,79.8,45
female,155.4,82.2,45
female,159.0,74.3,52
female,175.2,70.7,44
female,166.9,66.9,54
male,193.6,105.9,27
male,188.1,100.2,58
female,166.3,66.9,38
male,189.1,90.4,60
female,159.2,74.9,54
female,165.6,73.0,19
female,162.4,76.2,45
male,185.0,88.4,24
female,166.5,64.5,42
female,157.0,61.3,30
male,192.9,89.1,21
female,172.7,60.0,39
female,167.1,64.7,29
female,164.8,67.2,52
male,187.6,77.9,34
male,190.2,82.0,45
female,167.3,70.7,50
male,199.6,85.6,54
male,182.0,84.3,41
female,170.9,59.0,60
female,165.1,63.1,45
female,175.4,79.5,52
female,151.9,85.4,53
male,184.1,82.8,49
female,166.1,63.7,29
female,156.1,59.9,45
male,193.4,98.1,23
female,162.3,70.7,36
female,157.0,69.5,45
male,180.1,89.0,32
male,200.1,97.9,31
male,193.8,109.0,34
female,157.2,64.4,43
male,190.9,97.0,18
male,188.9,90.7,56
female,158.8,58.1,34
female,158.8,67.6,58
male,184.7,87.0,25
male,190.6,73.6,36
male,177.4,85.7,39
male,186.0,81.2,54
female,151.2,80.1,25
female,172.6,74.9,19
female,165.8,65.8,31
male,180.1,82.6,59
male,193.0,74.4,25
female,154.4,76.6,34
male,195.9,84.0,58
female,169.9,70.7,50
female,167.6,79.3,53
male,198.4,87.1,25
male,194.1,73.4,26
male,179.3,76.4,48
female,164.6,80.8,23
male,194.8,78.6,59
male,178.8,94.4,22
female,168.6,68.4,41
male,185.8,94.1,25
female,174.6,67.7,40
male,181.9,87.9,39
male,184.0,85.4,59
female,169.0,72.3,32
male,185.9,76.5,34
female,171.0,79.7,37
female,171.5,80.9,55
female,167.1,71.9,23
female,169.3,71.6,55
male,191.0,95.3,59
male,187.1,91.0,46
female,159.4,90.2,58
female,180.7,62.7,23
female,161.5,83.6,47
male,184.9,82.8,31
female,164.1,81.5,27
male,195.0,89.8,26
female,168.3,63.3,52
male,189.4,92.0,21
male,199.2,71.5,47
female,167.7,58.9,27
male,186.3,96.7,60
female,162.0,78.3,26
female,167.4,77.5,42
male,180.0,64.3,30
male,188.6,84.4,18
male,183.9,63.1,23
male,196.0,84.6,34
male,190.5,81.2,31
female,162.0,83.3,41
male,188.1,83.9,49
female,156.1,66.7,58
female,156.7,78.6,58
male,193.5,84.0,26
female,165.0,81.9,38
male,190.2,86.0,30
male,189.3,82.7,44
male,192.0,86.1,54
female,152.4,73.3,58
male,181.3,73.5,26
male,181.8,100.9,29
female,156.2,72.7,45
male,187.1,75.1,42
female,164.1,65.8,21
male,182.9,93.5,41
male,186.8,85.5,24
female,160.1,68.6,41
male,182.3,99.5,31
male,196.7,98.6,35
male,184.6,86.1,26
male,198.1,96.0,32
female,164.5,71.1,53
female,161.6,71.5,34
male,197.6,95.3,41
male,202.2,106.0,54
female,165.2,58.7,53
female,171.0,72.3,52
female,155.8,82.4,31
female,164.7,64.2,54
female,158.5,67.0,22
female,159.7,47.7,28
male,192.0,103.9,44
female,172.8,68.3,33
female,167.6,76.3,38
male,185.3,80.5,32
male,193.5,73.9,30
male,192.6,86.8,30
female,162.5,61.0,33
female,161.0,61.5,41
female,162.7,65.1,23
female,157.9,59.7,29
female,161.9,64.6,54
female,162.7,75.4,49
male,201.4,77.1,23
female,164.9,68.3,52
male,198.6,71.7,51
female,155.6,74.9,40
male,180.6,104.0,35
female,168.1,74.8,41
female,159.8,87.5,40
female,160.7,74.5,31
male,204.3,87.9,51
male,189.8,92.7,33
male,178.4,87.4,26
female,164.9,62.1,29
female,165.8,75.3,57
male,190.6,75.3,59
male,176.2,83.5,55
male,186.0,75.2,51
female,155.5,81.5,46
female,166.1,66.7,26
female,163.2,75.9,22
female,164.5,78.0,45
female,162.5,69.8,55
male,188.9,88.0,27
female,156.8,74.8,19
male,196.2,87.4,26
male,203.3,92.0,42
female,161.7,71.4,33
female,175.8,76.9,26
female,164.8,57.2,42
female,161.9,76.8,37
male,193.0,79.5,55
male,200.6,71.1,19
male,204.7,96.4,21
female,167.8,68.0,60
male,205.5,78.7,27
male,182.4,95.3,18
male,184.2,86.2,26
female,158.1,71.3,28
male,187.5,85.6,54
female,161.6,67.1,39
female,163.6,63.2,35
female,160.1,73.5,27
female,162.3,76.2,60
female,162.1,54.6,54
female,166.4,71.4,53
male,189.3,86.2,56
female,172.7,75.3,46
male,181.0,84.8,45
female,162.9,76.7,24
female,156.3,77.5,18
male,180.7,76.3,35
female,152.8,71.8,19
female,170.7,61.9,35
female,163.7,65.3,46
female,157.5,67.4,60
female,156.5,68.5,53
male,187.9,74.2,20
male,194.9,93.5,60
male,193.3,67.2,43
female,163.1,74.9,35
female,154.8,77.0,23
female,162.8,69.9,58
male,192.2,81.1,26
female,164.4,73.9,60
female,177.6,70.7,23
female,157.8,57.7,36
female,162.1,59.3,42
female,167.4,71.1,57
female,167.7,73.1,55
female,158.9,75.1,51
female,168.4,74.2,22
male,186.0,86.0,59
male,190.1,83.2,21
male,185.5,91.1,20
male,191.6,91.6,42
female,170.6,69.7,53
female,172.0,82.5,56
female,163.2,73.3,39
male,183.7,83.9,51
female,167.2,70.8,37
male,194.2,100.1,34
male,197.6,74.3,55
male,193.5,94.5,40
female,162.1,76.4,56
male,191.5,90.4,30
female,159.3,75.9,59
female,169.8,65.1,30
male,178.4,99.9,60
female,165.6,76.8,29
male,187.6,94.6,57
female,156.2,79.1,29
female,165.4,65.1,26
male,199.4,91.9,59
male,194.0,102.3,29
female,161.1,69.4,24
female,165.2,62.6,39
female,169.6,71.0,51
male,186.3,79.3,51
female,162.1,79.2,27
female,160.5,69.6,44
female,165.7,55.3,56
female,165.2,74.7,53
male,194.0,85.4,41
male,188.0,99.9,53
female,169.0,70.9,20
female,161.8,67.1,33
female,161.1,69.1,54
male,193.2,104.4,59
male,190.0,80.7,27
male,188.6,96.7,52
female,155.9,59.6,45
female,171.7,63.6,19
female,155.5,63.3,23
male,185.2,83.4,55
male,192.5,73.2,18
male,194.9,79.0,19
male,198.2,80.7,48
female,170.4,63.6,53
female,162.9,83.6,23
male,185.7,81.9,33
male,205.9,88.9,40
male,186.3,84.7,23
male,187.2,81.1,29
male,185.2,73.9,26
female,166.3,90.4,24
female,158.2,63.0,59
male,189.4,86.5,27
male,181.9,75.4,33
female,167.8,63.6,24
male,191.4,64.9,25
female,165.6,77.0,24
male,182.4,93.0,27
male,195.9,103.1,20
male,193.4,88.4,50
male,206.7,87.6,46
male,199.9,84.1,18
female,162.0,68.6,33
male,192.9,71.5,56
female,160.5,59.1,43
male,191.4,109.5,50
male,175.8,78.5,38
male,185.9,82.6,22
female,147.8,72.5,48
female,173.3,65.7,31
female,165.0,80.0,42
female,167.9,72.3,34
male,183.1,80.9,27
female,165.0,66.0,24
female,162.3,64.8,43
male,187.9,103.2,35
male,176.9,86.6,22
male,196.7,83.6,44
female,168.9,69.0,22
male,199.5,81.9,40
male,202.6,96.5,22
male,184.8,90.8,28
male,189.6,97.9,26
male,188.0,91.8,46
male,198.3,81.7,28
male,179.2,74.0,43
male,187.0,96.8,59
female,161.3,81.1,44
male,193.6,77.9,20
female,155.8,73.7,31
male,193.3,89.5,18
female,166.0,71.3,40
female,160.1,74.7,27
male,184.6,81.9,52
female,157.2,64.6,34
male,193.6,96.6,18
female,160.9,89.4,44
female,160.7,71.7,45
male,196.7,73.5,46
female,168.5,68.9,38
female,162.3,68.4,47
male,184.1,75.8,38
male,204.9,86.7,46
male,194.4,98.1,26
male,198.2,71.3,32
female,169.0,77.6,56
male,180.5,98.2,36
male,190.9,59.5,59
male,197.0,78.5,22
male,188.1,80.3,18
male,191.3,66.3,57
male,187.9,92.6,42
female,167.3,70.7,59
male,192.2,82.7,25
female,172.5,63.4,55
male,186.1,107.3,44
male,181.2,81.1,24
male,185.7,101.4,49
male,197.6,81.4,49
female,164.5,71.1,25
female,180.9,76.3,43
female,167.1,70.6,36
male,184.5,87.0,32
female,163.4,58.6,43
female,159.7,52.4,34
female,164.4,61.2,59
female,163.8,61.8,58
male,188.6,93.2,46
female,158.6,55.9,28
male,194.8,69.9,25
female,162.1,86.3,55
male,185.0,80.1,36
male,192.3,81.6,35
male,186.4,82.6,48
male,187.7,77.3,19
female,169.7,74.2,19
male,189.8,91.3,24
male,197.0,101.1,27
male,198.7,84.4,34
male,186.1,100.4,58
female,170.3,82.6,59
female,171.7,74.3,49
female,168.9,74.4,49
female,163.7,71.0,31
female,163.6,55.8,46
female,162.1,54.2,52
female,164.5,69.5,34
male,199.6,91.6,41
male,182.0,87.1,45
female,157.2,89.3,26
male,198.0,69.2,50
male,186.2,105.0,58
female,160.4,76.7,31
female,162.6,79.3,42
female,168.9,82.3,47
female,166.8,68.5,46
male,196.7,86.9,34
female,170.3,79.7,18
female,164.8,78.5,53
male,199.7,71.5,40
female,166.4,63.9,20
male,192.8,83.2,49
female,161.3,68.9,50
male,200.8,74.7,58
female,167.9,66.6,31
female,167.4,77.9,29
female,164.9,75.2,39
male,187.8,90.9,48
male,195.5,87.2,50
female,153.9,71.2,38
male,188.3,81.4,35
male,186.6,91.3,29
female,168.1,66.8,18
male,199.0,99.9,49
male,178.6,85.1,20
female,165.6,60.1,46
female,165.9,66.1,47
male,172.1,80.7,35
male,195.0,80.9,48
male,183.6,81.5,57
female,172.2,69.1,33
female,154.2,62.2,21
female,171.8,70.3,49
female,163.3,75.8,41
female,165.8,75.0,18
female,162.7,59.0,37
male,185.6,87.1,44
female,168.2,67.6,41
male,192.7,99.2,33
male,192.7,73.5,38
female,160.8,77.1,44
male,188.1,70.8,49
male,179.1,75.0,18
male,191.5,85.9,35
male,198.4,70.8,51
female,167.6,65.5,55
female,174.0,78.9,25
female,171.1,61.3,19
male,192.8,84.7,47
female,170.7,67.5,35
female,164.7,66.4,28
male,188.5,83.3,37
male,190.0,70.7,43
male,186.5,91.4,34
male,191.5,90.4,54
male,203.1,69.7,44
female,170.0,64.2,56
female,172.4,71.4,43
male,192.0,87.3,32
female,160.2,86.5,37
male,190.7,78.1,29
male,188.7,65.8,21
female,169.8,69.6,28
male,191.9,84.7,42
male,201.9,91.7,53
female,163.5,60.3,37
female,158.9,70.0,58
male,194.2,68.6,40
male,193.2,91.0,26
female,170.7,68.8,41
female,169.9,56.8,21
male,184.4,75.7,45
male,189.2,87.6,52
female,166.8,67.0,34
male,184.6,91.1,40
male,196.2,81.2,58
female,165.3,86.6,42
male,201.3,76.6,34
female,163.4,88.0,29
female,170.2,77.9,49
female,173.9,61.4,32
male,190.8,100.4,25
female,160.9,70.6,45
female,167.5,76.1,44
male,184.2,82.9,48
female,157.1,67.4,57
female,163.8,67.1,33
male,176.9,81.9,46
female,156.0,63.8,28
female,167.3,77.9,59
male,191.1,85.7,32
male,203.3,63.4,30
male,186.1,70.4,35
female,158.7,64.4,58
male,198.5,75.0,39
male,196.4,67.7,51
female,163.3,60.0,50
female,152.8,77.2,48
female,162.7,64.3,36
male,195.7,100.1,49
female,152.1,63.6,59
male,192.0,89.1,52
female,167.7,73.0,32
male,187.8,85.6,37
male,193.0,81.7,28
male,193.7,70.8,36
female,166.2,59.8,59
female,174.0,75.1,53
male,190.1,90.0,22
female,162.3,79.1,44
male,187.6,76.2,41
male,186.6,86.9,25
male,183.8,89.0,33
male,181.0,71.8,24
male,182.9,77.2,41
male,182.1,82.2,33
female,165.0,87.2,41
female,155.6,63.3,35
male,185.6,88.1,53
female,164.1,73.2,39
female,172.0,68.5,18
female,154.9,70.1,49
male,175.4,113.7,29
female,172.1,71.3,23
female,164.7,78.6,49
male,196.1,84.7,33
male,187.5,86.4,24
female,159.4,59.6,45
male,192.7,91.7,24
female,167.6,66.3,58
male,176.2,84.7,53
male,181.3,79.1,31
female,158.5,81.6,60
female,156.2,84.1,29
male,203.9,79.4,53
male,189.0,88.5,31
female,171.1,78.5,19
female,162.4,64.1,33
female,154.7,60.6,56
female,169.9,78.7,40
male,179.1,96.8,22
male,204.1,90.3,44
male,198.3,75.8,26
female,161.3,71.1,28
male,184.4,82.8,30
male,191.4,98.8,20
male,201.5,98.7,30
female,162.4,78.6,35
female,155.7,69.6,34
male,188.1,83.8,47
male,183.3,77.9,33
male,200.9,70.8,27
male,180.4,85.1,20
female,170.4,58.3,52
female,172.0,62.3,51
male,185.4,80.2,47
male,201.3,80.8,24
female,150.8,75.4,53
male,188.2,76.2,29
female,162.7,65.7,30
female,174.0,76.0,22
male,193.9,83.5,40
male,189.9,79.6,48
male,189.7,99.9,53
female,154.5,63.8,31
female,169.1,78.6,27
male,182.2,65.3,60
female,155.7,53.7,52
male,196.5,80.7,60
male,178.4,85.9,23
female,167.4,72.0,60
male,191.9,76.9,30
female,170.1,75.3,40
female,171.8,82.1,60
female,158.5,75.7,41
female,173.2,63.4,59
female,172.6,77.1,19
female,171.5,64.3,19
female,169.1,69.5,20
male,190.0,85.2,30
male,180.4,78.5,42
female,167.0,71.7,38
male,196.6,75.7,36
male,180.4,108.8,30
female,160.1,58.6,28
male,196.2,72.7,40
male,187.1,84.1,52
male,188.5,82.4,48
male,176.1,87.6,34
female,172.3,72.5,24
male,195.3,100.9,43
female,167.1,63.5,31
male,183.8,90.7,42
male,203.8,76.5,59
female,149.8,61.2,47
male,189.0,97.8,28
male,180.7,90.7,24
male,195.5,76.1,50
female,158.2,75.6,52
male,183.3,84.2,20
male,188.9,97.7,34
male,186.1,78.8,58
male,193.2,93.8,37
female,171.1,68.7,37
male,194.2,71.7,47
male,185.7,91.7,43
female,161.6,63.3,58
male,187.1,83.9,23
male,191.3,91.6,58
female,162.2,60.0,23
female,177.4,70.1,56
male,191.4,67.8,55
female,167.5,58.5,57
male,190.1,94.3,51
female,170.8,59.1,41
female,161.6,69.7,48
male,191.9,90.6,55
female,161.4,77.8,42
female,160.6,75.1,32
male,191.0,78.6,45
female,165.2,84.3,47
male,193.2,88.4,38
female,167.8,71.0,39
male,194.1,83.7,51
female,172.4,58.7,43
male,191.9,98.8,28
female,167.3,77.1,20
male,183.5,88.1,32
female,164.2,76.3,25
female,151.3,58.7,25
male,191.8,93.5,28
female,160.6,65.9,46
male,176.2,97.7,43
male,194.5,67.0,48
female,166.6,65.2,59
female,164.8,76.7,35
female,173.4,71.1,56
female,159.8,73.8,54
male,176.1,99.8,29
female,171.0,72.1,46
female,158.1,67.6,29
male,185.3,72.4,19
female,163.9,61.3,26
female,177.6,70.0,36
male,192.1,93.9,28
male,201.7,78.7,38
female,162.4,52.0,28
female,164.2,76.7,33
male,185.6,95.4,39
male,180.9,81.2,33
male,192.1,101.8,33
male,181.2,71.8,41
male,192.7,84.5,56
male,183.2,90.3,22
female,170.6,75.1,18
male,181.5,62.9,49
male,179.5,89.8,40
female,159.9,77.1,60
male,179.0,89.0,38
female,166.5,66.1,60
male,191.4,70.3,32
male,184.5,70.8,50
male,190.5,98.3,36
male,192.9,104.4,38
male,191.5,99.7,18
female,163.5,54.8,57
male,188.7,72.1,49
female,171.6,76.9,22
male,189.4,89.3,35
female,171.4,56.9,30
female,164.5,69.4,60
male,176.9,84.1,23
female,156.5,65.9,37
male,193.3,90.0,55
male,190.9,90.2,25
male,198.4,67.5,29
female,157.9,75.7,40
male,192.2,74.0,42
female,163.9,74.9,41
female,171.7,66.7,30
male,190.6,73.1,51
female,172.5,63.1,30
male,206.1,73.9,26
male,180.1,95.3,49
female,166.8,76.5,47
female,164.0,76.3,33
male,190.3,89.8,42
female,173.1,70.7,42
male,186.1,92.8,47
female,161.3,57.6,31
male,170.1,92.2,58
female,162.9,78.1,32
male,197.7,80.7,41
female,166.9,71.1,45
male,193.9,90.6,21
male,191.8,63.0,57
male,187.1,80.9,51
male,190.5,74.9,38
male,196.1,83.1,44
female,161.1,73.4,31
male,195.9,89.7,25
male,187.4,113.2,46
male,185.4,100.0,54
female,168.8,54.3,55
male,201.2,90.7,52
female,171.9,65.6,36
male,196.1,91.1,26
female,173.9,60.6,43
female,168.0,62.8,34
female,158.7,76.2,24
male,192.5,98.2,24
male,178.8,98.0,38
female,161.3,58.4,21
male,194.4,97.9,19
female,166.5,62.7,25
female,173.4,78.3,54
female,164.6,67.5,19
male,197.8,91.2,45
female,172.5,52.4,39
male,204.1,81.1,37
male,189.4,98.7,21
male,191.6,80.5,27
female,162.7,59.0,51
male,188.9,86.6,42
female,163.5,68.9,18
female,171.5,73.0,18
male,193.3,80.0,49
female,169.4,67.8,34
male,200.2,106.6,45
female,155.3,64.0,18
female,165.6,64.3,35
female,180.7,54.9,28
female,176.1,59.2,41
female,164.6,59.2,40
female,167.8,73.9,57
female,168.6,73.2,37
female,162.3,76.7,23
female,157.3,68.6,22
male,193.4,69.3,25
male,186.6,81.9,44
female,171.6,82.2,57
male,182.2,82.3,33
male,199.0,77.0,55
male,187.0,94.4,37
male,186.6,86.7,37
male,192.0,77.7,35
female,163.9,68.8,47
female,158.6,69.6,32
female,163.3,64.4,51
male,193.6,82.7,33
female,159.6,68.9,45
female,164.6,70.9,28
male,182.3,66.9,45
male,188.5,96.0,48
male,189.5,100.6,43
male,187.5,86.8,57
male,185.3,94.8,43
male,196.2,78.9,48
male,198.5,90.3,31
female,165.8,79.6,46
male,194.0,81.7,58
male,190.5,87.1,25
male,195.4,84.2,20
male,182.8,110.8,27
male,188.1,89.1,54
